,RAP,MSU1
41520,Os11g0417300,LOC_Os11g22396
41521,Os11g0417350,None
41522,Os11g0417400,LOC_Os11g22404
41523,Os11g0417800,LOC_Os11g22449
41524,Os11g0418650,None
41525,Os11g0419425,None
41526,Os11g0420200,LOC_Os11g22760
41527,Os11g0421800,LOC_Os11g22960
41528,Os11g0422000,None
41529,Os11g0422100,None
41530,Os11g0423200,None
41531,Os11g0423501,None
41532,Os11g0423800,LOC_Os11g23170
41533,Os11g0424200,LOC_Os11g23210
41534,Os11g0424400,LOC_Os11g23220
41535,Os11g0425100,LOC_Os11g23770
41536,Os11g0425300,LOC_Os11g23790
41537,Os11g0425450,None
41538,Os11g0425600,None
41539,Os11g0425800,LOC_Os11g23880
41540,Os11g0426100,LOC_Os11g23890
41541,Os11g0426250,LOC_Os11g23920
41542,Os11g0426400,LOC_Os11g23930
41543,Os11g0426850,LOC_Os11g23980
41544,Os11g0427300,LOC_Os11g24030
41545,Os11g0427401,LOC_Os11g24040
41546,Os11g0427500,LOC_Os11g24050
41547,Os11g0427550,None
41548,Os11g0427601,None
41549,Os11g0427700,LOC_Os11g24060
41550,Os11g0427800,LOC_Os11g24070
41551,Os11g0428150,None
41552,Os11g0428500,LOC_Os11g24120
41553,Os11g0428700,LOC_Os11g24130
41554,Os11g0428800,LOC_Os11g24140
41555,Os11g0429000,None
41556,Os11g0429100,LOC_Os11g24170
41557,Os11g0429200,None
41558,Os11g0429433,None
41559,Os11g0429900,None
41560,Os11g0430000,LOC_Os11g24180
41561,Os11g0430100,None
41562,Os11g0430600,LOC_Os11g24240
41563,Os11g0431100,LOC_Os11g24290
41564,Os11g0431400,LOC_Os11g24340
41565,Os11g0431700,LOC_Os11g24374
41566,Os11g0432200,None
41567,Os11g0432301,None
41568,Os11g0432400,LOC_Os11g24450
41569,Os11g0432600,LOC_Os11g24484
41570,Os11g0432650,None
41571,Os11g0432701,None
41572,Os11g0432800,LOC_Os11g24500
41573,Os11g0432900,LOC_Os11g24510
41574,Os11g0433001,LOC_Os11g24520
41575,Os11g0433101,LOC_Os11g24530
41576,Os11g0433200,LOC_Os11g24540
41577,Os11g0433500,LOC_Os11g24560
41578,Os11g0433600,LOC_Os11g24570
41579,Os11g0433700,LOC_Os11g24600
41580,Os11g0433800,LOC_Os11g24590
41581,Os11g0433900,LOC_Os11g24610
41582,Os11g0434000,LOC_Os11g24630
41583,Os11g0434400,LOC_Os11g24670
41584,Os11g0434800,None
41585,Os11g0434850,None
41586,Os11g0435000,LOC_Os11g24740
41587,Os11g0435100,LOC_Os11g24750
41588,Os11g0435150,None
41589,Os11g0435225,None
41590,Os11g0435300,LOC_Os11g24780
41591,Os11g0435301,None
41592,Os11g0435400,LOC_Os11g24790
41593,Os11g0435500,LOC_Os11g24800
41594,Os11g0435800,LOC_Os11g24840
41595,Os11g0435900,LOC_Os11g24824
41596,Os11g0436300,LOC_Os11g24900
41597,Os11g0436350,None
41598,Os11g0436450,LOC_Os11g24910
41599,Os11g0436500,LOC_Os11g24940
41600,Os11g0437100,LOC_Os11g25020
41601,Os11g0437600,LOC_Os11g25040
41602,Os11g0437800,LOC_Os11g25060
41603,Os11g0438000,LOC_Os11g25090
41604,Os11g0438100,LOC_Os11g25080
41605,Os11g0438400,LOC_Os11g25130
41606,Os11g0438500,None
41607,Os11g0438600,LOC_Os11g25160
41608,Os11g0438700,LOC_Os11g25160
41609,Os11g0438900,None
41610,Os11g0439100,LOC_Os11g25220
41611,Os11g0439300,None
41612,Os11g0439600,LOC_Os11g25260
41613,Os11g0439900,None
41614,Os11g0440200,LOC_Os11g25330
41615,Os11g0440422,LOC_Os11g25440
41616,Os11g0440644,None
41617,Os11g0440866,None
41618,Os11g0441500,LOC_Os11g25454
41619,Os11g0441550,None
41620,Os11g0441900,LOC_Os11g25510
41621,Os11g0442380,None
41622,Os11g0442500,LOC_Os11g25560
41623,Os11g0442900,LOC_Os11g25610
41624,Os11g0443700,LOC_Os11g25700
41625,Os11g0443900,None
41626,Os11g0444000,LOC_Os11g25720
41627,Os11g0444400,None
41628,Os11g0444700,LOC_Os11g25780
41629,Os11g0444800,None
41630,Os11g0444900,LOC_Os11g25780
41631,Os11g0445300,LOC_Os11g25860
41632,Os11g0445475,None
41633,Os11g0445650,None
41634,Os11g0446000,LOC_Os11g25920
41635,Os11g0446175,None
41636,Os11g0446350,None
41637,Os11g0446500,LOC_Os11g25980
41638,Os11g0446600,None
41639,Os11g0446700,LOC_Os11g25990
41640,Os11g0447100,None
41641,Os11g0447300,LOC_Os11g26030
41642,Os11g0447650,None
41643,Os11g0448000,LOC_Os11g26130
41644,Os11g0448100,None
41645,Os11g0448200,LOC_Os11g26140
41646,Os11g0448400,LOC_Os11g26160
41647,Os11g0448700,LOC_Os11g26190
41648,Os11g0449600,LOC_Os11g26340
41649,Os11g0449700,None
41650,Os11g0450050,LOC_Os11g26350
41651,Os11g0450225,None
41652,Os11g0450400,LOC_Os11g26390
41653,Os11g0451051,None
41654,Os11g0451700,LOC_Os11g26570
41655,Os11g0452050,None
41656,Os11g0452400,LOC_Os11g26594
41657,Os11g0453501,LOC_Os11g26700
41658,Os11g0453550,LOC_Os11g26710
41659,Os11g0453600,LOC_Os11g26720
41660,Os11g0453750,None
41661,Os11g0453900,LOC_Os11g26750
41662,Os11g0454000,LOC_Os11g26760
41663,Os11g0454200,LOC_Os11g26780
41664,Os11g0454250,None
41665,Os11g0454300,LOC_Os11g26790
41666,Os11g0454650,None
41667,Os11g0454675,None
41668,Os11g0454701,None
41669,Os11g0454800,LOC_Os11g26830
41670,Os11g0455500,LOC_Os11g26850
41671,Os11g0455800,LOC_Os11g26860
41672,Os11g0456000,LOC_Os11g26880
41673,Os11g0456050,None
41674,Os11g0456100,LOC_Os11g26890
41675,Os11g0456200,LOC_Os11g26900
41676,Os11g0456300,LOC_Os11g26910
41677,Os11g0457000,LOC_Os11g26920
41678,Os11g0457300,LOC_Os11g26950
41679,Os11g0457500,None
41680,Os11g0457700,None
41681,Os11g0458100,LOC_Os11g26990
41682,Os11g0458200,None
41683,Os11g0458333,None
41684,Os11g0458466,LOC_Os11g27010
41685,Os11g0458500,LOC_Os11g27020
41686,Os11g0458600,LOC_Os11g27030
41687,Os11g0459200,None
41688,Os11g0459300,LOC_Os11g27110
41689,Os11g0459400,None
41690,Os11g0459600,None
41691,Os11g0460400,LOC_Os11g27210
41692,Os11g0460450,LOC_Os11g27220
41693,Os11g0460500,LOC_Os11g27240
41694,Os11g0460700,LOC_Os11g27250
41695,Os11g0460800,LOC_Os11g27264
41696,Os11g0460851,None
41697,Os11g0460900,LOC_Os11g27300
41698,Os11g0461000,LOC_Os11g27329
41699,Os11g0461066,None
41700,Os11g0461132,None
41701,Os11g0461200,LOC_Os11g27370
41702,Os11g0461851,None
41703,Os11g0462100,LOC_Os11g27400
41704,Os11g0462500,LOC_Os11g27430
41705,Os11g0462600,None
41706,Os11g0462800,None
41707,Os11g0462850,None
41708,Os11g0462900,LOC_Os11g27440
41709,Os11g0462950,None
41710,Os11g0463100,LOC_Os11g27470
41711,Os11g0463200,LOC_Os11g27480
41712,Os11g0463600,LOC_Os11g27530
41713,Os11g0463700,LOC_Os11g27540
41714,Os11g0464001,LOC_Os11g27550
41715,Os11g0464600,LOC_Os11g27620
41716,Os11g0464700,None
41717,Os11g0464800,LOC_Os11g27630
41718,Os11g0465200,LOC_Os11g27730
41719,Os11g0465750,None
41720,Os11g0466300,LOC_Os11g27795
41721,Os11g0466966,LOC_Os11g27799
41722,Os11g0467632,LOC_Os11g27870
41723,Os11g0467966,None
41724,Os11g0468300,LOC_Os11g27980
41725,Os11g0469101,None
41726,Os11g0469900,LOC_Os11g28060
41727,Os11g0470500,LOC_Os11g28104
41728,Os11g0470550,None
41729,Os11g0470600,LOC_Os11g28130
41730,Os11g0470750,LOC_Os11g28150
41731,Os11g0470966,None
41732,Os11g0471000,None
41733,Os11g0471100,None
41734,Os11g0471200,None
41735,Os11g0471300,LOC_Os11g28184
41736,Os11g0471650,LOC_Os11g28260
41737,Os11g0472000,LOC_Os11g28270
41738,Os11g0472500,LOC_Os11g28300
41739,Os11g0472600,LOC_Os11g28310
41740,Os11g0473000,LOC_Os11g28340
41741,Os11g0473100,LOC_Os11g28350
41742,Os11g0473200,LOC_Os11g28360
41743,Os11g0473275,None
41744,Os11g0473350,LOC_Os11g28365
41745,Os11g0473500,LOC_Os11g28370
41746,Os11g0473666,None
41747,Os11g0473832,LOC_Os11g28410
41748,Os11g0474000,LOC_Os11g28410
41749,Os11g0474100,None
41750,Os11g0474400,LOC_Os11g28430
41751,Os11g0474450,None
41752,Os11g0474500,LOC_Os11g28470
41753,Os11g0474522,LOC_Os11g28480
41754,Os11g0474566,LOC_Os11g28480
41755,Os11g0474583,LOC_Os11g28490
41756,Os11g0474600,LOC_Os11g28500
41757,Os11g0474800,LOC_Os11g28530
41758,Os11g0475000,LOC_Os11g28530
41759,Os11g0475200,None
41760,Os11g0475500,LOC_Os11g28600
41761,Os11g0475600,LOC_Os11g28610
41762,Os11g0475700,LOC_Os11g28640
41763,Os11g0476333,None
41764,Os11g0476667,None
41765,Os11g0477000,None
41766,Os11g0477400,LOC_Os11g28910
41767,Os11g0478800,LOC_Os11g28920
41768,Os11g0478901,None
41769,Os11g0479000,LOC_Os11g28940
41770,Os11g0479100,LOC_Os11g28950
41771,Os11g0479232,LOC_Os11g28980
41772,Os11g0479300,LOC_Os11g28990
41773,Os11g0479400,LOC_Os11g29000
41774,Os11g0480000,LOC_Os11g29030
41775,Os11g0480300,LOC_Os11g29050
41776,Os11g0481000,LOC_Os11g29090
41777,Os11g0481150,LOC_Os11g29110
41778,Os11g0481200,LOC_Os11g29120
41779,Os11g0481301,None
41780,Os11g0481400,LOC_Os11g29130
41781,Os11g0481500,LOC_Os11g29140
41782,Os11g0481551,None
41783,Os11g0481600,LOC_Os11g29150
41784,Os11g0482000,LOC_Os11g29190
41785,Os11g0482100,LOC_Os11g29200
41786,Os11g0482150,None
41787,Os11g0482200,LOC_Os11g29210
41788,Os11g0482300,LOC_Os11g29220
41789,Os11g0482400,LOC_Os11g29230
41790,Os11g0482500,LOC_Os11g29240
41791,Os11g0482700,LOC_Os11g29250
41792,Os11g0482901,None
41793,Os11g0483000,LOC_Os11g29290
41794,Os11g0483201,LOC_Os11g29300
41795,Os11g0483301,None
41796,Os11g0483600,LOC_Os11g29340
41797,Os11g0483900,LOC_Os11g29350
41798,Os11g0483950,LOC_Os11g29360
41799,Os11g0483975,None
41800,Os11g0484000,LOC_Os11g29370
41801,Os11g0484300,LOC_Os11g29380
41802,Os11g0484400,LOC_Os11g29390
41803,Os11g0484450,None
41804,Os11g0484500,LOC_Os11g29400
41805,Os11g0484700,LOC_Os11g29420
41806,Os11g0485000,LOC_Os11g29470
41807,Os11g0485150,None
41808,Os11g0485200,LOC_Os11g29490
41809,Os11g0485500,LOC_Os11g29500
41810,Os11g0485700,LOC_Os11g29510
41811,Os11g0485900,LOC_Os11g29520
41812,Os11g0486000,LOC_Os11g29520
41813,Os11g0487100,LOC_Os11g29630
41814,Os11g0487533,None
41815,Os11g0487700,LOC_Os11g29670
41816,Os11g0488400,LOC_Os11g29680
41817,Os11g0488500,LOC_Os11g29690
41818,Os11g0488600,LOC_Os11g29700
41819,Os11g0488900,LOC_Os11g29710
41820,Os11g0489250,LOC_Os11g29720
41821,Os11g0489425,LOC_Os11g29740
41822,Os11g0489600,LOC_Os11g29750
41823,Os11g0489800,LOC_Os11g29760
41824,Os11g0490100,LOC_Os11g29780
41825,Os11g0490200,LOC_Os11g29790
41826,Os11g0490251,None
41827,Os11g0490300,LOC_Os11g29810
41828,Os11g0490600,LOC_Os11g29840
41829,Os11g0490800,LOC_Os11g29850
41830,Os11g0490850,None
41831,Os11g0490900,LOC_Os11g29870
41832,Os11g0491400,LOC_Os11g29900
41833,Os11g0491500,LOC_Os11g29910
41834,Os11g0491550,None
41835,Os11g0491600,LOC_Os11g29920
41836,Os11g0491850,LOC_Os11g29970
41837,Os11g0492100,LOC_Os11g29970
41838,Os11g0492200,LOC_Os11g29980
41839,Os11g0492300,LOC_Os11g29990
41840,Os11g0492500,None
41841,Os11g0492800,LOC_Os11g30030
41842,Os11g0492900,LOC_Os11g30050
41843,Os11g0493000,LOC_Os11g30060
41844,Os11g0493100,LOC_Os11g30110
41845,Os11g0493200,LOC_Os11g30120
41846,Os11g0493700,LOC_Os11g29920
41847,Os11g0493900,LOC_Os11g30190
41848,Os11g0494100,LOC_Os11g30210
41849,Os11g0494700,LOC_Os11g30220
41850,Os11g0494800,LOC_Os11g30230
41851,Os11g0494900,LOC_Os11g30240
41852,Os11g0495400,LOC_Os11g30290
41853,Os11g0495950,LOC_Os11g30310
41854,Os11g0496013,None
41855,Os11g0496044,None
41856,Os11g0496075,None
41857,Os11g0496187,None
41858,Os11g0496300,LOC_Os11g30340
41859,Os11g0496400,LOC_Os11g30350
41860,Os11g0496500,LOC_Os11g30360
41861,Os11g0496600,LOC_Os11g30370
41862,Os11g0497000,LOC_Os11g30410
41863,Os11g0497350,LOC_Os11g30430
41864,Os11g0497875,LOC_Os11g30440
41865,Os11g0498400,LOC_Os11g30484
41866,Os11g0498500,None
41867,Os11g0498600,LOC_Os11g30500
41868,Os11g0499101,None
41869,Os11g0499600,LOC_Os11g30560
41870,Os11g0500050,None
41871,Os11g0500100,LOC_Os11g30590
41872,Os11g0500300,None
41873,Os11g0500500,LOC_Os11g30600
41874,Os11g0501000,LOC_Os11g30620
41875,Os11g0501500,None
41876,Os11g0502700,LOC_Os11g30760
41877,Os11g0502900,None
41878,Os11g0503400,LOC_Os11g30790
41879,Os11g0503650,None
41880,Os11g0503900,LOC_Os11g30810
41881,Os11g0504000,LOC_Os11g30820
41882,Os11g0504900,LOC_Os11g30830
41883,Os11g0505300,LOC_Os11g30910
41884,Os11g0505400,LOC_Os11g30920
41885,Os11g0505500,LOC_Os11g30930
41886,Os11g0506000,LOC_Os11g30930
41887,Os11g0506150,LOC_Os11g30950
41888,Os11g0506300,LOC_Os11g31000
41889,Os11g0506400,LOC_Os11g31030
41890,Os11g0506500,LOC_Os11g31040
41891,Os11g0506700,None
41892,Os11g0506800,LOC_Os11g31060
41893,Os11g0506901,LOC_Os11g31070
41894,Os11g0507200,LOC_Os11g31090
41895,Os11g0507300,LOC_Os11g31100
41896,Os11g0507350,None
41897,Os11g0507400,LOC_Os11g31110
41898,Os11g0507501,None
41899,Os11g0507600,LOC_Os11g31120
41900,Os11g0507701,None
41901,Os11g0507833,None
41902,Os11g0508066,None
41903,Os11g0508301,None
41904,Os11g0508600,LOC_Os11g31190
41905,Os11g0510100,LOC_Os11g31250
41906,Os11g0510501,LOC_Os11g31260
41907,Os11g0510900,LOC_Os11g31280
41908,Os11g0511200,LOC_Os11g31300
41909,Os11g0512000,LOC_Os11g31330
41910,Os11g0512100,LOC_Os11g31340
41911,Os11g0512200,LOC_Os11g31360
41912,Os11g0512400,LOC_Os11g31370
41913,Os11g0512600,LOC_Os11g31380
41914,Os11g0512700,LOC_Os11g31390
41915,Os11g0512750,None
41916,Os11g0512800,LOC_Os11g31400
41917,Os11g0513000,LOC_Os11g31420
41918,Os11g0513300,None
41919,Os11g0513500,LOC_Os11g31430
41920,Os11g0513700,LOC_Os11g31450
41921,Os11g0513801,None
41922,Os11g0513900,LOC_Os11g31470
41923,Os11g0514000,LOC_Os11g31480
41924,Os11g0514100,LOC_Os11g31500
41925,Os11g0514250,LOC_Os11g31510
41926,Os11g0514400,LOC_Os11g31530
41927,Os11g0514500,LOC_Os11g31540
41928,Os11g0514601,None
41929,Os11g0514700,LOC_Os11g31560
41930,Os11g0514800,LOC_Os11g31570
41931,Os11g0514900,None
41932,Os11g0515000,LOC_Os11g31590
41933,Os11g0515500,LOC_Os11g31620
41934,Os11g0515700,None
41935,Os11g0516000,LOC_Os11g31640
41936,Os11g0516050,None
41937,Os11g0516100,LOC_Os11g31650
41938,Os11g0516250,None
41939,Os11g0516400,LOC_Os11g31660
41940,Os11g0516800,LOC_Os11g31680
41941,Os11g0517200,LOC_Os11g31690
41942,Os11g0517300,None
41943,Os11g0517350,None
41944,Os11g0517400,LOC_Os11g31700
41945,Os11g0517800,LOC_Os11g31705
41946,Os11g0518200,None
41947,Os11g0518300,LOC_Os11g31715
41948,Os11g0518600,LOC_Os11g31740
41949,Os11g0518701,None
41950,Os11g0518801,None
41951,Os11g0518900,LOC_Os11g31770
41952,Os11g0519100,LOC_Os11g31790
41953,Os11g0519200,LOC_Os11g31800
41954,Os11g0519500,LOC_Os11g31820
41955,Os11g0520500,LOC_Os11g31950
41956,Os11g0520900,LOC_Os11g31950
41957,Os11g0520950,None
41958,Os11g0521000,LOC_Os11g31940
41959,Os11g0521166,None
41960,Os11g0521332,None
41961,Os11g0521500,LOC_Os11g31900
41962,Os11g0521900,LOC_Os11g31890
41963,Os11g0522000,LOC_Os11g31880
41964,Os11g0522900,LOC_Os11g31980
41965,Os11g0523026,LOC_Os11g32010
41966,Os11g0523110,LOC_Os11g32030
41967,Os11g0523152,LOC_Os11g32040
41968,Os11g0523200,LOC_Os11g32070
41969,Os11g0523300,LOC_Os11g32080
41970,Os11g0523400,None
41971,Os11g0523500,LOC_Os11g32090
41972,Os11g0523700,LOC_Os11g32100
41973,Os11g0523800,LOC_Os11g32110
41974,Os11g0524051,None
41975,Os11g0524300,LOC_Os11g32160
41976,Os11g0524400,LOC_Os11g32170
41977,Os11g0524601,LOC_Os11g32170
41978,Os11g0524900,LOC_Os11g32210
41979,Os11g0525200,LOC_Os11g32240
41980,Os11g0525500,LOC_Os11g32250
41981,Os11g0525600,LOC_Os11g32260
41982,Os11g0525700,LOC_Os11g32270
41983,Os11g0525800,LOC_Os11g32280
41984,Os11g0525900,LOC_Os11g32290
41985,Os11g0526000,None
41986,Os11g0526200,LOC_Os11g32320
41987,Os11g0526400,LOC_Os11g32340
41988,Os11g0526601,LOC_Os11g32350
41989,Os11g0526800,LOC_Os11g32360
41990,Os11g0526900,LOC_Os11g32369
41991,Os11g0527000,LOC_Os11g32380
41992,Os11g0527100,LOC_Os11g32390
41993,Os11g0527150,None
41994,Os11g0527200,LOC_Os11g32400
41995,Os11g0527250,None
41996,Os11g0527300,LOC_Os11g32410
41997,Os11g0527400,None
41998,Os11g0527500,None
41999,Os11g0527600,LOC_Os11g32430
42000,Os11g0527700,None
42001,Os11g0527701,None
42002,Os11g0527900,LOC_Os11g32460
42003,Os11g0528001,None
42004,Os11g0528200,LOC_Os11g32470
42005,Os11g0528300,LOC_Os11g32480
42006,Os11g0528400,LOC_Os11g32490
42007,Os11g0528500,LOC_Os11g32500
42008,Os11g0528700,LOC_Os11g32510
42009,Os11g0528812,None
42010,Os11g0528924,None
42011,Os11g0529036,LOC_Os11g32540
42012,Os11g0529100,LOC_Os11g32540
42013,Os11g0529125,LOC_Os11g32540
42014,Os11g0529150,None
42015,Os11g0529500,LOC_Os11g32580
42016,Os11g0529550,None
42017,Os11g0529700,LOC_Os11g32600
42018,Os11g0529800,LOC_Os11g32610
42019,Os11g0529833,None
42020,Os11g0529900,LOC_Os11g32620
42021,Os11g0530000,None
42022,Os11g0530050,LOC_Os11g32630
42023,Os11g0530600,LOC_Os11g32650
42024,Os11g0530650,None
42025,Os11g0530700,None
42026,Os11g0531000,LOC_Os11g32670
42027,Os11g0531150,LOC_Os11g32700
42028,Os11g0531300,LOC_Os11g32720
42029,Os11g0531600,LOC_Os11g32740
42030,Os11g0531700,LOC_Os11g32750
42031,Os11g0531800,LOC_Os11g32759
42032,Os11g0532000,LOC_Os11g32759
42033,Os11g0532200,LOC_Os11g32780
42034,Os11g0532600,LOC_Os11g32810
42035,Os11g0532751,LOC_Os11g32820
42036,Os11g0532900,None
42037,Os11g0533000,LOC_Os11g32870
42038,Os11g0533100,LOC_Os11g32880
42039,Os11g0533400,LOC_Os11g32890
42040,Os11g0533500,LOC_Os11g32900
42041,Os11g0533550,None
42042,Os11g0533600,LOC_Os11g32910
42043,Os11g0533700,LOC_Os11g32930
42044,Os11g0533800,LOC_Os11g32940
42045,Os11g0533900,None
42046,Os11g0534100,LOC_Os11g32950
42047,Os11g0534300,LOC_Os11g32960
42048,Os11g0534500,LOC_Os11g32980
42049,Os11g0535100,None
42050,Os11g0535525,LOC_Os11g33000
42051,Os11g0535600,LOC_Os11g33030
42052,Os11g0536000,LOC_Os11g33050
42053,Os11g0536400,None
42054,Os11g0536800,LOC_Os11g33090
42055,Os11g0537300,LOC_Os11g33100
42056,Os11g0537350,LOC_Os11g33110
42057,Os11g0537375,None
42058,Os11g0537400,LOC_Os11g33120
42059,Os11g0537900,LOC_Os11g33134
42060,Os11g0538100,LOC_Os11g33160
42061,Os11g0538200,LOC_Os11g33170
42062,Os11g0538300,LOC_Os11g33180
42063,Os11g0538350,LOC_Os11g33180
42064,Os11g0538400,LOC_Os11g33190
42065,Os11g0538500,LOC_Os11g33200
42066,Os11g0538600,LOC_Os11g33210
42067,Os11g0538700,LOC_Os11g33220
42068,Os11g0538900,LOC_Os11g33240
42069,Os11g0539000,LOC_Os11g33250
42070,Os11g0539200,LOC_Os11g33270
42071,Os11g0539500,LOC_Os11g33300
42072,Os11g0539600,LOC_Os11g33310
42073,Os11g0539700,LOC_Os11g33320
42074,Os11g0539800,LOC_Os11g33330
42075,Os11g0539901,None
42076,Os11g0540000,None
42077,Os11g0540050,None
42078,Os11g0540100,None
42079,Os11g0540500,LOC_Os11g33380
42080,Os11g0540600,LOC_Os11g33394
42081,Os11g0540700,None
42082,Os11g0540800,LOC_Os11g33440
42083,Os11g0540900,LOC_Os11g33430
42084,Os11g0540901,None
42085,Os11g0541001,None
42086,Os11g0541200,LOC_Os11g33942
42087,Os11g0541300,LOC_Os11g33950
42088,Os11g0541400,None
42089,Os11g0541600,LOC_Os11g33970
42090,Os11g0542100,LOC_Os11g34020
42091,Os11g0542800,LOC_Os11g34070
42092,Os11g0543100,LOC_Os11g34080
42093,Os11g0543300,LOC_Os11g34090
42094,Os11g0543500,LOC_Os11g34110
42095,Os11g0543600,None
42096,Os11g0543650,None
42097,Os11g0543800,LOC_Os11g34120
42098,Os11g0543850,None
42099,Os11g0543900,None
42100,Os11g0544000,LOC_Os11g34130
42101,Os11g0544100,LOC_Os11g34140
42102,Os11g0544150,None
42103,Os11g0544200,LOC_Os11g34150
42104,Os11g0544300,LOC_Os11g34160
42105,Os11g0544500,LOC_Os11g34180
42106,Os11g0544600,LOC_Os11g34190
42107,Os11g0544700,LOC_Os11g34200
42108,Os11g0544800,LOC_Os11g34210
42109,Os11g0544833,None
42110,Os11g0544866,None
42111,Os11g0544900,LOC_Os11g34220
42112,Os11g0544951,None
42113,Os11g0545000,LOC_Os11g34230
42114,Os11g0545300,LOC_Os11g34270
42115,Os11g0545600,LOC_Os11g34300
42116,Os11g0545650,LOC_Os11g34305
42117,Os11g0545700,LOC_Os11g34310
42118,Os11g0545800,LOC_Os11g34320
42119,Os11g0545900,LOC_Os11g34340
42120,Os11g0546000,LOC_Os11g34350
42121,Os11g0546100,LOC_Os11g34360
42122,Os11g0546150,None
42123,Os11g0546200,LOC_Os11g34364
42124,Os11g0546300,LOC_Os11g34370
42125,Os11g0546401,None
42126,Os11g0546500,LOC_Os11g34390
42127,Os11g0546600,LOC_Os11g34440
42128,Os11g0546750,None
42129,Os11g0546900,LOC_Os11g34450
42130,Os11g0547000,LOC_Os11g34460
42131,Os11g0547800,None
42132,Os11g0548600,LOC_Os11g34570
42133,Os11g0549000,LOC_Os11g34610
42134,Os11g0549300,LOC_Os11g34624
42135,Os11g0549400,None
42136,Os11g0549401,None
42137,Os11g0549469,None
42138,Os11g0549537,LOC_Os11g34680
42139,Os11g0549605,LOC_Os11g34690
42140,Os11g0549607,LOC_Os11g34700
42141,Os11g0549610,LOC_Os11g34700
42142,Os11g0549615,LOC_Os11g34710
42143,Os11g0549620,LOC_Os11g34720
42144,Os11g0549625,LOC_Os11g34730
42145,Os11g0549635,LOC_Os11g34750
42146,Os11g0549650,LOC_Os11g34760
42147,Os11g0549655,LOC_Os11g34770
42148,Os11g0549660,LOC_Os11g34780
42149,Os11g0549665,LOC_Os11g34790
42150,Os11g0549667,None
42151,Os11g0549670,None
42152,Os11g0549675,LOC_Os11g34810
42153,Os11g0549680,LOC_Os11g34820
42154,Os11g0549683,None
42155,Os11g0549686,LOC_Os11g34830
42156,Os11g0549690,LOC_Os11g34840
42157,Os11g0549695,LOC_Os11g34850
42158,Os11g0549700,LOC_Os11g34860
42159,Os11g0549900,LOC_Os11g34870
42160,Os11g0550100,LOC_Os11g34880
42161,Os11g0550200,LOC_Os11g34900
42162,Os11g0550300,LOC_Os11g34910
42163,Os11g0550500,LOC_Os11g34920
42164,Os11g0550800,LOC_Os11g34940
42165,Os11g0550900,LOC_Os11g34950
42166,Os11g0551350,LOC_Os11g34980
42167,Os11g0551800,LOC_Os11g35020
42168,Os11g0551900,LOC_Os11g35030
42169,Os11g0552000,LOC_Os11g35040
42170,Os11g0552100,LOC_Os11g35050
42171,Os11g0552200,LOC_Os11g35060
42172,Os11g0552450,None
42173,Os11g0552500,LOC_Os11g35080
42174,Os11g0552600,LOC_Os11g35090
42175,Os11g0553051,None
42176,Os11g0553500,LOC_Os11g35120
42177,Os11g0553666,None
42178,Os11g0553832,None
42179,Os11g0554000,None
42180,Os11g0554200,None
42181,Os11g0555100,None
42182,Os11g0555300,LOC_Os11g35210
42183,Os11g0555600,LOC_Os11g35220
42184,Os11g0555866,None
42185,Os11g0556132,None
42186,Os11g0556400,LOC_Os11g35274
42187,Os11g0556433,None
42188,Os11g0556466,None
42189,Os11g0556532,None
42190,Os11g0556600,LOC_Os11g35290
42191,Os11g0556733,None
42192,Os11g0556866,None
42193,Os11g0557000,LOC_Os11g35310
42194,Os11g0557300,LOC_Os11g35320
42195,Os11g0557400,None
42196,Os11g0557500,LOC_Os11g35330
42197,Os11g0557600,None
42198,Os11g0557700,LOC_Os11g35340
42199,Os11g0557800,LOC_Os11g35350
42200,Os11g0557900,LOC_Os11g35360
42201,Os11g0558000,LOC_Os11g35370
42202,Os11g0558100,LOC_Os11g35380
42203,Os11g0558200,LOC_Os11g35390
42204,Os11g0558300,LOC_Os11g35400
42205,Os11g0558350,None
42206,Os11g0558400,LOC_Os11g35410
42207,Os11g0558500,LOC_Os11g35420
42208,Os11g0558566,None
42209,Os11g0558700,LOC_Os11g35430
42210,Os11g0558900,LOC_Os11g35450
42211,Os11g0559100,LOC_Os11g35490
42212,Os11g0559200,LOC_Os11g35500
42213,Os11g0559366,None
42214,Os11g0559533,None
42215,Os11g0559600,LOC_Os11g35540
42216,Os11g0559700,LOC_Os11g35550
42217,Os11g0560033,None
42218,Os11g0560366,None
42219,Os11g0560700,LOC_Os11g35620
42220,Os11g0560900,None
42221,Os11g0561100,LOC_Os11g35660
42222,Os11g0561800,LOC_Os11g35700
42223,Os11g0562100,LOC_Os11g35710
42224,Os11g0562266,None
42225,Os11g0562432,None
42226,Os11g0562600,None
42227,Os11g0563600,None
42228,Os11g0564600,LOC_Os11g35830
42229,Os11g0564700,None
42230,Os11g0564800,None
42231,Os11g0564900,LOC_Os11g35840
42232,Os11g0565000,LOC_Os11g35850
42233,Os11g0565300,LOC_Os11g35860
42234,Os11g0565400,LOC_Os11g35870
42235,Os11g0565920,LOC_Os11g35890
42236,Os11g0566800,LOC_Os11g35930
42237,Os11g0567200,None
42238,Os11g0567600,LOC_Os11g35980
42239,Os11g0567800,LOC_Os11g36000
42240,Os11g0567900,LOC_Os11g36005
42241,Os11g0568001,None
42242,Os11g0568200,LOC_Os11g36020
42243,Os11g0568300,LOC_Os11g36030
42244,Os11g0568401,None
